event_id,date,symbol,raid_sign,event_second,decision_time_us,entry_time_us,entry_bid,entry_ask,entry_bid_amount,entry_ask_amount,lower_objective,upper_objective,label,label_status,label_exit_time_us,upper_route_exit_time_us,upper_route_exit_price,upper_route_exit_reason,lower_route_exit_time_us,lower_route_exit_price,lower_route_exit_reason,funding_rate_at_entry,source_end_time_us,raid_boundary,prior_range_low,prior_range_high,raid_extreme,range_width_bps,raid_depth_bps,response_return_signed_bps,flow_imbalance_1s_signed,flow_imbalance_5s_signed,mid_vs_mark_signed_bps,mark_vs_index_signed_bps,mark_acceptance_signed_bps,oi_change_5s_signed,bbo_imbalance_signed,spread_bps,source_file,liq_window_start_us,liq_window_end_us,liq_aligned_side,liq_aligned_notional,liq_opposing_notional,liq_total_notional,liq_aligned_count,liq_opposing_count,liq_total_count,liq_aligned_max_notional,liq_aligned_share,liq_log_aligned_opposing_ratio,liq_log_notional,liq_log_max,liq_log_count,liq_log_notional_per_range_bp,liq_log_notional_z,liq_log_max_z,liq_log_count_z,liq_log_notional_per_range_bp_z
2022-03-01:BTCUSDT:1646139255:1,2022-03-01,BTCUSDT,1,1646139255,1646139257000000,1646139257111640,44574.5,44575,65.295,9.565,44460.25,44639.25,1,upper_first,1646139259999999,1646139259999999,44639.25,target,1646139259999999,44685,stop,0.0001,1646179199832245,44549.75,44370.75,44549.75,44562.5,40.1797989888,2.86196892238,5.61170376938,0.851134822033,0.221575890381,-9.19629781212,-1.06677328423,2.09386806031,-3.27861529911,0.858829844337,0.112171128273,events_2022-03-01.csv,1646139255000000,1646139257000000,buy,5335.5435,0,5335.5435,1,0,1,5335.5435,1,8.58233343773,8.58233343773,8.58233343773,0.69314718056,4.89628405459,0.544376768223,0.562409628228,-0.513455318052,0.429887778379
2022-03-01:BTCUSDT:1646139819:1,2022-03-01,BTCUSDT,1,1646139819,1646139821000000,1646139821131502,44771.5,44772,43.855,24.078,44633.625,44854.375,1,upper_first,1646139911999999,1646139911999999,44854.375,target,1646139911999999,44884,stop,0.0001,1646179199832245,44744,44523.25,44744,44744.75,49.3362238512,0.167620239585,6.20194886465,0.700421625956,0.737852386178,-4.96718310488,-0.651830527634,6.53862985435,-4.22659739359,0.251260387598,0.111677564536,events_2022-03-01.csv,1646139819000000,1646139821000000,buy,6435.585,0,6435.585,2,0,2,6255.695,1,8.76975339895,8.76975339895,8.74140736941,1.09861228867,4.87857637428,0.638422561542,0.642447253145,1.94758913744,0.420531644713
2022-03-01:BTCUSDT:1646139903:1,2022-03-01,BTCUSDT,1,1646139903,1646139905000000,1646139905131642,44843.5,44844,134.218,4.295,44693.75,44990.75,0,lower_first,1646140026999999,1646140026999999,44648.5,stop,1646140029999999,44693.75,target,0.0001,1646179199832245,44842.25,44545.25,44842.25,44843.75,66.2321805886,0.334505962569,0.334505962569,0.991394860682,0.80121117203,-11.5534655719,1.38117177723,2.60226709152,3.11542195257,0.924306877561,0.11149825784,events_2022-03-01.csv,1646139903000000,1646139905000000,buy,902.244,0,902.244,2,0,2,721.816,1,6.80599272733,6.80599272733,6.58315469461,1.09861228867,2.68255743198,-0.346976373834,-0.443471830169,1.94758913744,-0.739769783527
2022-03-01:ETHUSDT:1646139999:1,2022-03-01,ETHUSDT,1,1646139999,1646140001000000,1646140001114729,2977.8,2977.85,172.26,9.01,2959.55,2993.2,0,lower_first,1646140971999999,1646140971999999,2957.85,stop,1646140971999999,2959.55,target,0.0001,1646179199671334,2976.375,2942.725,2976.375,2977.9,113.056990467,5.1236823317,4.87169795473,0.985779078452,0.733703157862,-0.789104316233,-1.91363143459,18.1318478001,-4.94542302326,0.828532700779,0.167907785044,events_2022-03-01.csv,1646139999000000,1646140001000000,buy,3995.2535,0,3995.2535,1,0,1,3995.2535,1,8.29311257619,8.29311257619,8.29311257619,0.69314718056,3.59287511811,0.815159330216,0.822685299051,-0.2,0.331154609981
2022-03-01:BTCUSDT:1646140119:-1,2022-03-01,BTCUSDT,-1,1646140119,1646140121000000,1646140121131862,44639,44639.5,39.666,28.08,44534.125,44777.875,0,lower_first,1646140711999999,1646140711999999,44526,stop,1646140225999999,44780.5,stop,0.0001,1646179199832245,44656,44656,44899.75,44639.25,54.5839304909,3.7508957363,3.7508957363,0.924049814511,0.975045159893,12.3907502982,-2.439366633,-2.15060886176,35.9952815054,-0.123852107594,0.112009050331,events_2022-03-01.csv,1646140119000000,1646140121000000,sell,22936.458,0,22936.458,1,0,1,22936.458,1,10.0405265737,10.0405265737,10.0405265737,0.69314718056,6.04312041168,1.27608607708,1.29609561969,-0.513455318052,1.03583695189
2022-03-01:ETHUSDT:1646140221:1,2022-03-01,ETHUSDT,1,1646140221,1646140223000000,1646140223114444,2985.95,2986,102.91,30.99,2972.9375,2998.3625,0,lower_first,1646140446999999,1646140446999999,2972.05,stop,1646140446999999,2972.9375,target,0.0001,1646179199671334,2985.65,2960.225,2985.65,2985.975,85.1573359235,1.08854018388,1.08854018388,0.134994445803,-0.0465075485917,-3.43153665886,2.21006315423,3.91850842144,2.98559988273,-0.754271174119,0.167449493047,events_2022-03-01.csv,1646140221000000,1646140223000000,buy,180.948,0,180.948,1,0,1,180.948,1,5.20372093197,5.20372093197,5.20372093197,0.69314718056,1.13939167376,-1.11908426967,-1.11366798005,-0.2,-1.17850207654
2022-03-01:BTCUSDT:1646140646:-1,2022-03-01,BTCUSDT,-1,1646140646,1646140648000000,1646140648112231,44588,44588.5,32.903,84.825,44531.5,44657,0,lower_first,1646140711999999,1646140711999999,44526,stop,1646140711999999,44531.5,target,0.0001,1646179199832245,44594.25,44594.25,44719.75,44588.25,28.1426417083,1.34546494223,1.34546494223,1,0.990903793854,4.75235628325,2.48764302547,4.03339200425,1.59448539161,0.361916997333,0.112137166182,events_2022-03-01.csv,1646140646000000,1646140648000000,sell,29165.8725,0,29165.8725,1,0,1,29165.8725,1,10.2807888408,10.2807888408,10.2807888408,0.69314718056,6.94443308173,1.39664770437,1.41698293926,-0.513455318052,1.51205979232
2022-03-01:BTCUSDT:1646140711:-1,2022-03-01,BTCUSDT,-1,1646140711,1646140713000000,1646140713111861,44526,44526.5,26.509,47.647,44451.25,44630.25,1,upper_first,1646141334999999,1646141334999999,44630.25,target,1646141334999999,44657,stop,0.0001,1646179199832245,44540.75,44540.75,44719.75,44526.25,40.1879178056,3.25544585576,3.25544585576,0.989737627656,0.90811898874,11.0643565523,-0.926602326512,3.15319952195,8.02949244648,0.272434315576,0.112293310126,events_2022-03-01.csv,1646140711000000,1646140713000000,sell,576.511,0,576.511,1,0,1,576.511,1,6.35872748983,6.35872748983,6.35872748983,0.69314718056,2.73081452883,-0.571410387217,-0.556391780335,-0.513455318052,-0.714272381241
2022-03-01:ETHUSDT:1646142687:1,2022-03-01,ETHUSDT,1,1646142687,1646142689000000,1646142689112193,3020.45,3020.5,93.37,30.72,3009.25,3031.6,1,upper_first,1646143319999999,1646143319999999,3031.6,target,1646143319999999,3034,stop,0.0001,1646179199671334,3020.425,2998.075,3020.425,3020.475,73.9962091428,0.165539617768,0.165539617769,1,0.98662620633,-3.12766844729,0.198586067202,4.2050891512,-0.329612719491,0.618099155661,0.165536877478,events_2022-03-01.csv,1646142687000000,1646142689000000,buy,183.027,0,183.027,1,0,1,183.027,1,5.21508248597,5.21508248597,5.21508248597,0.69314718056,1.24515252467,-1.11197089083,-1.10654684265,-0.2,-1.11342620406
2022-03-01:ETHUSDT:1646142750:1,2022-03-01,ETHUSDT,1,1646142750,1646142752000000,1646142752432379,3020.95,3021,145.76,41.23,3011.125,3030.125,1,upper_first,1646143016999999,1646143031999999,3030.125,target,1646143016999999,3030.3,stop,0.0001,1646179199671334,3020.625,3001.625,3020.625,3020.975,62.9008897165,1.15870060004,1.15870060004,1,-0.236431283012,-4.58251167961,0.198524302684,1.22435878345,1.79040709983,0.48552792499,0.165509479556,events_2022-03-01.csv,1646142750000000,1646142752000000,buy,12204.2,0,12204.2,1,0,1,12204.2,1,9.40961736942,9.40961736942,9.40961736942,0.69314718056,5.27311592494,1.51419412387,1.52248252985,-0.2,1.36502617526
2022-03-01:ETHUSDT:1646142869:1,2022-03-01,ETHUSDT,1,1646142869,1646142871000000,1646142871171554,3025.65,3025.7,43.25,37.59,3014.75,3030.3,1,upper_first,1646143031999999,1646143031999999,3030.3,target,1646143016999999,3030.3,stop,0.0001,1646179199671334,3022.525,3006.975,3022.525,3025.4,51.44705172,9.51191470708,10.4217500269,0.994627408156,0.881893480044,-2.42862004817,0.165214977728,11.4788914103,11.0293437042,0.248448489863,0.165252381699,events_2022-03-01.csv,1646142869000000,1646142871000000,buy,2959.5185,0,2959.5185,1,0,1,2959.5185,1,7.9931197009,7.9931197009,7.9931197009,0.69314718056,4.06946293076,0.627336170877,0.634657281018,-0.2,0.624404592872
2022-03-01:ETHUSDT:1646143008:1,2022-03-01,ETHUSDT,1,1646143008,1646143010000000,1646143010192296,3025.95,3026,94.31,39.28,3020.625,3030.725,1,upper_first,1646143031999999,1646143031999999,3030.725,target,1646143031999999,3030.95,stop,0.0001,1646179199671334,3025.675,3015.575,3025.675,3025.975,33.3809811034,0.991514290199,0.991514290198,1,0.606425990959,-6.65457944049,0.330262988417,2.11406015162,-0.385088465704,0.802733441652,0.165235998315,events_2022-03-01.csv,1646143008000000,1646143010000000,buy,1925.973,0,1925.973,1,0,1,1925.973,1,7.5637056569,7.5637056569,7.5637056569,0.69314718056,4.07238378666,0.358483444531,0.365511317043,-0.2,0.626201829228
2022-03-01:ETHUSDT:1646143319:1,2022-03-01,ETHUSDT,1,1646143319,1646143321000000,1646143321151152,3033.65,3033.7,2.01,173.96,3021.0625,3040.7875,0,lower_first,1646143791999999,1646143791999999,3020.6,stop,1646143791999999,3021.0625,target,0.0001,1646179199671334,3030.925,3011.2,3030.925,3033.975,65.079142506,10.0629345827,9.07313773848,1,0.799550287848,0.313161347321,0.131859148058,5.80509396996,19.0893765692,-0.976433158546,0.164816600327,events_2022-03-01.csv,1646143319000000,1646143321000000,buy,4401.648,0,4401.648,1,0,1,4401.648,1,8.38996145707,8.38996145707,8.38996145707,0.69314718056,4.22880713028,0.875795646215,0.883387751071,-0.2,0.72245091832
2022-03-01:BTCUSDT:1646145122:-1,2022-03-01,BTCUSDT,-1,1646145122,1646145124000000,1646145124111373,44381,44381.5,45.678,23.811,44332.875,44472.125,0,lower_first,1646145131999999,1646145131999999,44302.5,stop,1646145131999999,44332.875,target,0.0001,1646179199832245,44402.5,44402.5,44541.75,44381,31.3608467992,4.84206970328,4.7857665672,0.97476312621,0.944028064357,4.3040191566,0.137384385972,5.87487726909,9.6253272674,-0.268920871305,0.112660188706,events_2022-03-01.csv,1646145122000000,1646145124000000,sell,883.6,0,883.6,1,0,1,883.6,1,6.78513556543,6.78513556543,6.78513556543,0.69314718056,3.37332107633,-0.357442325933,-0.341845693131,-0.513455318052,-0.374793859283
2022-03-01:BTCUSDT:1646145182:-1,2022-03-01,BTCUSDT,-1,1646145182,1646145184000000,1646145184112940,44150,44150.5,49.531,23.632,43977.25,44340.25,0,lower_first,1646145214999999,1646145214999999,43960,stop,1646145214999999,43977.25,target,0.0001,1646179199832245,44158.75,44158.75,44521.75,44150.25,82.2034138195,1.92487332635,1.92487332635,0.951171572755,0.882447680076,5.9217125158,-0.328240251946,0.00226365105993,-1.73667356185,0.029161928968,0.113249641848,events_2022-03-01.csv,1646145182000000,1646145184000000,sell,3603.49,0,3603.49,1,0,1,3603.49,1,8.18993556953,8.18993556953,8.18993556953,0.69314718056,3.80301712707,0.347474748972,0.364975686268,-0.513455318052,-0.147757137616
2022-03-01:ETHUSDT:1646145182:-1,2022-03-01,ETHUSDT,-1,1646145182,1646145184000000,1646145184111208,2987.5,2987.55,58.4,28.78,2969.075,3004.575,1,upper_first,1646145517999999,1646145517999999,3004.575,target,1646145517999999,3006.6,stop,0.0001,1646179199671334,2986.825,2986.825,3022.325,2985.725,118.85530622,3.68284047442,-2.34362575645,0.785593073539,0.873526717573,5.87097896483,-1.6394594468,-3.14555907293,11.0872447232,-0.130478387323,0.167362616213,events_2022-03-01.csv,1646145182000000,1646145184000000,sell,1182.68,0,1182.68,1,0,1,1182.68,1,7.07638350864,7.07638350864,7.07638350864,0.69314718056,2.39339301223,0.0533749135015,0.0600700041826,-0.2,-0.406900576687
2022-03-01:ETHUSDT:1646145519:1,2022-03-01,ETHUSDT,1,1646145519,1646145521000000,1646145521152905,3007.65,3007.7,4.37,187.25,2987.875,3025.275,0,lower_first,1646145948999999,1646145948999999,2987.45,stop,1646145948999999,2987.875,target,0.0001,1646179199671334,3006.575,2969.175,3006.575,3008.625,124.394036404,6.81838969592,4.82276344346,-0.622105523678,0.818038765955,3.67485666396,3.29348986836,4.52494709805,-0.109992353087,-0.989552726086,0.166222022756,events_2022-03-01.csv,1646145519000000,1646145521000000,buy,212.5165,0,212.5165,1,0,1,212.5165,1,5.36371411305,5.36371411305,5.36371411305,0.69314718056,0.996363184218,-1.01891380823,-1.01338826271,-0.2,-1.26650915729
2022-03-01:BTCUSDT:1646146236:-1,2022-03-01,BTCUSDT,-1,1646146236,1646146238000000,1646146238112454,43955.5,43956,50.514,39.855,43879,44044.5,0,lower_first,1646146301999999,1646146301999999,43871.5,stop,1646146308999999,43879,target,0.0001,1646179199832245,43961.75,43961.75,44127.25,43961.25,37.6463630315,0.113735235745,1.36482282894,0.869136067331,0.892925241394,-0.161528689315,1.31253268536,3.96384374132,0.290855430386,-0.127650068137,0.113750760708,events_2022-03-01.csv,1646146236000000,1646146238000000,sell,43.7445,0,43.7445,1,0,1,43.7445,1,3.80096853214,3.80096853214,3.80096853214,0.69314718056,0.771026668787,-1.85487277155,-1.84332138553,-0.513455318052,-1.74975737149
2022-03-01:BTCUSDT:1646146296:-1,2022-03-01,BTCUSDT,-1,1646146296,1646146298000000,1646146298191915,43916,43916.5,15.347,100.348,43816.75,44023.75,0,lower_first,1646146326999999,1646146326999999,43806,stop,1646146326999999,43816.75,target,0.0001,1646179199832245,43920.25,43920.25,44127.25,43916.25,47.1308792641,0.910741628292,0.910741628292,0.999513258027,0.803811698208,0.660304218092,-0.799259671498,1.01995213055,10.9210342534,0.699171986386,0.11385307261,events_2022-03-01.csv,1646146296000000,1646146298000000,sell,8128.293,0,8128.293,1,0,1,8128.293,1,9.00322923689,9.00322923689,9.00322923689,0.69314718056,5.15595944819,0.755578814577,0.774182228226,-0.513455318052,0.56709139
2022-03-01:BTCUSDT:1646146372:-1,2022-03-01,BTCUSDT,-1,1646146372,1646146374000000,1646146374131199,43725,43725.5,52.213,1.96,43514.625,43916.375,1,upper_first,1646146614999999,1646146614999999,43916.375,target,1646146444999999,43926.5,stop,0.0001,1646179199832245,43715.5,43715.5,44117.25,43708.75,91.9010419645,1.54407475609,-2.23033020325,0.449071712601,0.705335613219,8.63742357994,-1.20435725944,1.78886053924,2.42921222786,-0.792771335686,0.114350403943,events_2022-03-01.csv,1646146372000000,1646146374000000,sell,3612.658,0,3612.658,1,0,1,3612.658,1,8.19247583469,8.19247583469,8.19247583469,0.69314718056,3.69660714631,0.348749433111,0.366253813914,-0.513455318052,-0.203980538187
2022-03-01:BTCUSDT:1646146614:1,2022-03-01,BTCUSDT,1,1646146614,1646146616000000,1646146616111384,43944,43944.5,74.599,20.251,43810.375,44013.625,0,lower_first,1646146777999999,1646146777999999,43775.5,stop,1646146777999999,43810.375,target,0.0001,1646179199832245,43912,43708.75,43912,43930.75,46.2857533248,4.26990344325,7.34423392239,0.998728109906,0.948058072854,-6.50855857259,-0.413874435499,7.73119035752,2.15029395935,0.871854695065,0.113780528738,events_2022-03-01.csv,1646146614000000,1646146616000000,buy,132.555,0,132.555,1,0,1,132.555,1,4.89451337802,4.89451337802,4.89451337802,0.69314718056,1.35166155347,-1.30614097216,-1.29310720974,-0.513455318052,-1.44296972362
2022-03-01:BTCUSDT:1646146881:-1,2022-03-01,BTCUSDT,-1,1646146881,1646146883000000,1646146883110962,43763,43763.5,46.523,8.068,43672.75,43853.75,0,lower_first,1646146960999999,1646146960999999,43666,stop,1646146960999999,43672.75,target,0.0001,1646179199832245,43763.25,43763.25,43944.25,43762.25,41.3589027323,0.22850222504,-0,0.996963114337,0.379787647927,4.73004269143,-0.475082385683,6.5392132539,-10.5697064258,-0.168218497827,0.11425111252,events_2022-03-01.csv,1646146881000000,1646146883000000,sell,87.142,0,87.142,1,0,1,87.142,1,4.47894915033,4.47894915033,4.47894915033,0.69314718056,1.1336482293,-1.51466767985,-1.50219724376,-0.513455318052,-1.55816052027
2022-03-01:ETHUSDT:1646146945:-1,2022-03-01,ETHUSDT,-1,1646146945,1646146947000000,1646146947111704,2963,2963.05,34.29,82.37,2955.275,2975.075,0,lower_first,1646146974999999,1646146974999999,2953.45,stop,1646146974999999,2955.275,target,0.0001,1646179199671334,2965.175,2965.175,2984.975,2963.025,66.7751481784,7.25083679715,7.25083679715,1,0.90238779736,3.39065394075,1.8215120574,9.505030588,1.93067712937,0.479798956118,0.168746466871,events_2022-03-01.csv,1646146945000000,1646146947000000,sell,264.0735,0,264.0735,1,0,1,264.0735,1,5.58000714602,5.58000714602,5.58000714602,0.69314718056,1.60033003648,-0.883494456178,-0.877821208783,-0.2,-0.894881380846
2022-03-01:BTCUSDT:1646147805:1,2022-03-01,BTCUSDT,1,1646147805,1646147807000000,1646147807111589,43860.5,43861,18.394,24.046,43720.25,43939.25,1,upper_first,1646147877999999,1646147877999999,43939.25,target,1646147877999999,43942,stop,0.0001,1646179199832245,43829.75,43610.75,43829.75,43835.75,49.9660618644,1.36893320176,7.18689930926,0.806248151813,0.805118518505,-5.36176779284,-0.519515319549,3.05894323768,0.180719168705,0.415428167021,0.113995839152,events_2022-03-01.csv,1646147805000000,1646147807000000,buy,44.0985,0,44.0985,1,0,1,44.0985,1,3.80884898653,3.80884898653,3.80884898653,0.69314718056,0.632637362604,-1.85091842442,-1.83935635589,-0.513455318052,-1.82287755571
2022-03-01:BTCUSDT:1646148922:-1,2022-03-01,BTCUSDT,-1,1646148922,1646148924000000,1646148924111839,43770,43770.5,0.509,42.593,43712.5,43844,0,lower_first,1646149022999999,1646149022999999,43707.5,stop,1646149022999999,43712.5,target,0.0001,1646179199832245,43778.25,43778.25,43909.75,43771.5,30.0377470548,1.54186154083,1.59896752383,0.995652124357,0.840219382982,4.44386492021,-0.182690487374,5.47076915773,1.50691325764,0.991192301419,0.114230231031,events_2022-03-01.csv,1646148922000000,1646148924000000,sell,14160.7375,0,14160.7375,1,0,1,14160.7375,1,9.55829906452,9.55829906452,9.55829906452,0.69314718056,6.15789257609,1.03410828363,1.05346413318,-0.513455318052,1.09647864478
2022-03-01:ETHUSDT:1646149455:-1,2022-03-01,ETHUSDT,-1,1646149455,1646149457000000,1646149457251265,2936.75,2936.8,92.34,28.61,2927.2375,2950.8625,0,lower_first,1646149547999999,1646149547999999,2926.2,stop,1646149547999999,2927.2375,target,0.0001,1646179199671334,2939.05,2939.05,2962.675,2939.025,80.3831169936,0.0850614994644,7.74059645123,0.961736988516,0.977725034168,6.38048083304,1.19088125213,4.31984543797,-13.3493325334,-0.404082482816,0.170254786288,events_2022-03-01.csv,1646149455000000,1646149457000000,sell,145.44,0,145.44,1,0,1,145.44,1,4.98661578825,4.98661578825,4.98661578825,0.69314718056,1.03294785817,-1.25501207782,-1.24974404464,-0.2,-1.24399818507
2022-03-01:BTCUSDT:1646149504:-1,2022-03-01,BTCUSDT,-1,1646149504,1646149506000000,1646149506111972,43500,43500.5,40.136,44.917,43418.125,43629.875,0,lower_first,1646149584999999,1646149584999999,43410,stop,1646149584999999,43418.125,target,0.0001,1646179199832245,43524,43524,43735.75,43521.25,48.6513188126,0.631835309255,5.45675948902,0.801868205142,0.724406586049,6.0445851912,-0.415855346669,4.95084518,-0.0775729450986,0.278844600221,0.11494186815,events_2022-03-01.csv,1646149504000000,1646149506000000,sell,3075.492,0,3075.492,2,0,2,1819.125,1,8.03154526582,8.03154526582,7.50666045903,1.09861228867,4.16223647017,0.267995798758,0.0211876347986,1.94758913744,0.0420420980922
2022-03-01:ETHUSDT:1646149545:-1,2022-03-01,ETHUSDT,-1,1646149545,1646149547000000,1646149547151170,2927.55,2927.6,6.43,160.27,2915.25,2942.4,1,upper_first,1646149922999999,1646149922999999,2942.4,target,1646149922999999,2943.65,stop,0.0001,1646179199671334,2928.825,2928.825,2955.975,2928.325,92.6992906712,1.7071692573,4.26792314324,1,0.720762341443,6.29817506537,-2.90244044022,4.53808752026,-1.07792951902,0.831397654524,0.17078981751,events_2022-03-01.csv,1646149545000000,1646149547000000,sell,348,0,348,1,0,1,348,1,5.8550719222,5.8550719222,5.8550719222,0.69314718056,1.55900194163,-0.711278581937,-0.705417498713,-0.2,-0.920311034704
2022-03-01:BTCUSDT:1646149579:-1,2022-03-01,BTCUSDT,-1,1646149579,1646149581000000,1646149581131695,43428.5,43429,49.419,32.815,43320.125,43548.375,1,upper_first,1646150030999999,1646150030999999,43548.375,target,1646150030999999,43567.5,stop,0.0001,1646179199832245,43434.25,43434.25,43662.5,43428.75,52.5506944404,1.26628179375,1.26628179375,1,0.935508198523,9.78806706954,-0.121921005771,2.9482027002,1.85049330483,-0.375811139451,0.115131105546,events_2022-03-01.csv,1646149579000000,1646149581000000,sell,2076.216,0,2076.216,1,0,1,2076.216,1,7.63878381462,7.63878381462,7.63878381462,0.69314718056,3.70151976223,0.0709113365505,0.0876651491592,-0.513455318052,-0.201384879674
2022-03-01:BTCUSDT:1646149677:-1,2022-03-01,BTCUSDT,-1,1646149677,1646149679000000,1646149679131822,43341,43341.5,18.29,27.458,43262.75,43492.75,1,upper_first,1646150004999999,1646150004999999,43492.75,target,1646150004999999,43494.5,stop,0.0001,1646179199832245,43377.75,43377.75,43607.75,43366.25,53.0225749376,2.65112874688,8.41445210966,0.936420195926,0.94464179619,4.88210759455,2.15808528034,17.1834834126,-0.397721445196,0.319638860438,0.115363539353,events_2022-03-01.csv,1646149677000000,1646149679000000,sell,1984.624,0,1984.624,1,0,1,1984.624,1,7.5936885014,7.5936885014,7.5936885014,0.69314718056,3.64883301606,0.0482828796958,0.0649755624587,-0.513455318052,-0.22922275741
2022-03-01:BTCUSDT:1646150330:1,2022-03-01,BTCUSDT,1,1646150330,1646150332000000,1646150332111825,43650,43650.5,5.542,61.766,43578.25,43657.25,0,lower_first,1646150488999999,1646150488999999,43505,stop,1646150488999999,43578.25,target,0.0001,1646179199832245,43617.75,43538.75,43617.75,43650.25,18.1118925208,7.45109502439,7.45109502439,0.154510278755,0.786020046622,-5.17255117826,3.07379255153,8.47926841789,17.5651087323,-0.845022453962,0.114546881175,events_2022-03-01.csv,1646150330000000,1646150332000000,buy,965.052,0,965.052,1,0,1,965.052,1,6.87321766299,6.87321766299,6.87321766299,0.69314718056,3.99420706527,-0.313243454649,-0.297527420413,-0.513455318052,-0.046738902263
2022-03-01:BTCUSDT:1646151509:1,2022-03-01,BTCUSDT,1,1646151509,1646151511000000,1646151511111492,43875,43875.5,56.519,32.559,43712.875,44026.125,1,upper_first,1646151515999999,1646151515999999,44026.125,target,1646151515999999,44064.5,stop,8.3e-05,1646179199832245,43869.5,43556.25,43869.5,43875.5,71.4049624454,1.36769281619,1.31070561552,0.956161884485,0.977187769587,-4.1942275946,1.7089670183,5.59619285643,-15.5307643327,0.309762267218,0.113959464618,events_2022-03-01.csv,1646151509000000,1646151511000000,buy,661.6275,0,661.6275,1,0,1,661.6275,1,6.49621299217,6.49621299217,6.49621299217,0.69314718056,2.32882261904,-0.502421294201,-0.48721631612,-0.513455318052,-0.926671180762
2022-03-01:BTCUSDT:1646152151:-1,2022-03-01,BTCUSDT,-1,1646152151,1646152153000000,1646152153131792,43644,43644.5,19.851,80.261,43523.25,43775.25,0,lower_first,1646152210999999,1646152210999999,43500,stop,1646152210999999,43523.25,target,8.3e-05,1646179199832245,43649.25,43649.25,43901.25,43644,57.732950738,1.20276980704,1.14549505433,1,-0.216546927698,2.14644283796,-0.565849926062,5.66642024416,22.2415398075,0.598305152656,0.114562628525,events_2022-03-01.csv,1646152151000000,1646152153000000,sell,10598.75,0,10598.75,1,0,1,10598.75,1,9.26858569492,9.26858569492,9.26858569492,0.69314718056,5.21809563321,0.888732500264,0.90769562312,-0.513455318052,0.599922028586
2022-03-01:BTCUSDT:1646152308:-1,2022-03-01,BTCUSDT,-1,1646152308,1646152310000000,1646152310152111,43504.5,43505,109.445,5.123,43356.375,43675.625,0,lower_first,1646152419999999,1646152419999999,43354,stop,1646152419999999,43356.375,target,8.3e-05,1646179199832245,43516,43516,43835.25,43502.75,73.3638202041,3.04485706407,2.58525599779,-0.811110369715,0.855610316888,8.05010588014,-1.08877764266,-2.12264671072,2.67220269712,-0.908681740804,0.11492997891,events_2022-03-01.csv,1646152308000000,1646152310000000,sell,11347.482,0,11347.482,1,0,1,11347.482,1,9.33683926947,9.33683926947,9.33683926947,0.69314718056,5.04776464394,0.922981581974,0.942037227317,-0.513455318052,0.509924949636
2022-03-01:BTCUSDT:1646152474:-1,2022-03-01,BTCUSDT,-1,1646152474,1646152476000000,1646152476111607,43340,43340.5,57.735,29.721,43221.25,43487.25,1,upper_first,1646152690999999,1646152690999999,43487.25,target,1646152690999999,43500,stop,8.3e-05,1646179199832245,43354.25,43354.25,43620.25,43340.25,61.3549997982,3.22921051569,3.22921051569,0.979213343147,0.55727478419,4.42348988444,-1.96535666725,2.02221904529,-7.77211220176,-0.303051709522,0.115366201164,events_2022-03-01.csv,1646152474000000,1646152476000000,sell,12555.0735,0,12555.0735,2,0,2,12209.8935,1,9.43795977172,9.43795977172,9.41008374215,1.09861228867,5.32607842872,0.973723017374,0.978889988607,1.94758913744,0.656976450768
2022-03-01:BTCUSDT:1646153435:-1,2022-03-01,BTCUSDT,-1,1646153435,1646153437000000,1646153437117213,43257,43257.5,27.116,12.603,43245.25,43355.25,1,upper_first,1646153531999999,1646153531999999,43355.25,target,1646153531999999,43358,stop,8.3e-05,1646179199832245,43300.25,43300.25,43410.25,43273,25.4040103695,6.29326620516,9.93065859897,0.989627611638,0.580988832429,6.25861454743,0.854739553928,7.56052634191,19.9437549118,-0.383163209307,0.115587560467,events_2022-03-01.csv,1646153435000000,1646153437000000,sell,52630.418,0,52630.418,2,0,2,52414.973,1,10.8710685208,10.8710685208,10.8669666521,1.09861228867,7.63662504082,1.69284518741,1.71191674333,1.94758913744,1.8777903893
2022-03-01:ETHUSDT:1646153750:-1,2022-03-01,ETHUSDT,-1,1646153750,1646153752000000,1646153752171068,2899.55,2899.6,31.24,44.76,2893.275,2906.775,1,upper_first,1646153876999999,1646153876999999,2906.775,target,1646153876999999,2906.85,stop,0.0001,1646179199671334,2900.025,2900.025,2913.525,2898.075,46.5513228334,6.72407996483,1.55171076112,-0.945932338738,0.912823545439,2.91337116693,-1.44827586207,5.89222398721,-0.0987434212196,0.472136684216,0.172439064345,events_2022-03-01.csv,1646153750000000,1646153752000000,sell,1033.65,0,1033.65,1,0,1,1033.65,1,6.94181848426,6.94181848426,6.94181848426,0.69314718056,3.14434729198,-0.0308751807439,-0.0242719816284,-0.2,0.0551702607242
