episode_id,symbol,settlement_currency,side,start_time,start_price,start_qty,start_home_notional,start_foreign_notional,direct_reversal_entry,entry_after_flat_min,end_time,end_price,closed,settlement_closed,fill_count,discretionary_fill_count,add_count,reduce_count,winning_add_count,losing_add_count,flat_add_count,favorable_reduce_count,adverse_reduce_count,flat_reduce_count,maker_fill_count,taker_fill_count,unknown_liquidity_fill_count,maker_add_count,taker_add_count,max_abs_position,max_home_notional_proxy,max_foreign_notional_proxy,gross_realised_pnl_native,exec_comm_native,realised_minus_comm_proxy_native,first_order_type,first_time_in_force,first_exec_inst,reversal_from_episode_id,previous_episode_outcome,previous_episode_pnl_native,duration_min,directional_price_move,episode_outcome,maker_share,winning_add_share
XBTUSD-000477,XBTUSD,XBt,SHORT,2022-10-19T06:02:17.253000+00:00,19234.5,8200.0,0.42631718,8200.0,False,745.17105,2022-10-19T17:47:03.955000+00:00,19151.0,True,False,17,17,13,3,1,5,7,3,0,0,0,17,0,0,13,40000.0,2.07959656,40000.0,0.0,312610.0,-312610.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,704.7783666666667,0.0043411578153838,FLAT,0.0,0.07692307692307693
XBTUSD-000478,XBTUSD,XBt,SHORT,2022-10-20T18:13:51.214000+00:00,19010.0,6000.0,0.3156234,6000.0,False,1466.78765,2022-10-21T23:18:02.551000+00:00,19177.5,True,False,21,21,15,5,13,0,2,0,5,0,0,21,0,0,15,100000.0,5.264354,100000.0,0.0,785899.0,-785899.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1744.18895,-0.008811152025249847,FLAT,0.0,0.8666666666666667
XBTUSD-000479,XBTUSD,XBt,SHORT,2022-10-22T06:54:42.803000+00:00,19135.5,21900.0,1.14446991,21900.0,False,456.67086666666665,2022-10-23T22:17:53.328000+00:00,19564.5,True,False,103,103,40,62,5,34,1,0,62,0,39,64,0,28,12,440000.0,22.746286,440000.0,0.0,1356515.0689655172,-1356515.0689655172,Limit,GoodTillCancel,nan,,FLAT,0.0,2363.1754166666665,-0.02241906404327043,FLAT,0.3786407766990291,0.125
XBTUSD-000480,XBTUSD,XBt,LONG,2022-10-23T22:17:53.328000+00:00,19564.5,8100.0,0.4140153,8100.0,True,0.0,2022-10-25T15:20:56.805000+00:00,19635.5,True,False,102,102,57,44,32,23,2,33,11,0,43,59,0,26,31,417100.0,21.39015734000001,417100.0,0.0,917462.9310344828,-917462.9310344828,Limit,GoodTillCancel,nan,XBTUSD-000479,FLAT,0.0,2463.0579500000003,0.003629021953027056,FLAT,0.4215686274509804,0.5614035087719298
XBTUSD-000481,XBTUSD,XBt,SHORT,2022-10-25T15:22:26.980000+00:00,19683.0,9500.0,0.48265035,9500.0,False,1.5029166666666667,2022-10-25T15:51:01.219000+00:00,19791.0,True,False,5,5,1,3,0,0,1,0,3,0,2,3,0,1,0,10300.0,0.52329459,10300.0,0.0,33799.232142857145,-33799.232142857145,Limit,GoodTillCancel,nan,,FLAT,0.0,28.57065,-0.005486968449931462,FLAT,0.4,0.0
XBTUSD-000482,XBTUSD,XBt,LONG,2022-10-25T15:51:01.219000+00:00,19791.0,2300.0,0.1162144,2300.0,True,0.0,2022-10-28T21:31:33.798000+00:00,20619.0,True,False,216,216,90,125,59,31,0,100,25,0,99,117,0,67,23,220500.0,32.575248280000004,659700.0,0.0,1920312.7678571427,-1920312.7678571427,Market,ImmediateOrCancel,nan,XBTUSD-000481,FLAT,0.0,4660.542983333334,0.04183719872669389,FLAT,0.4583333333333333,0.6555555555555556
XBTUSD-000483,XBTUSD,XBt,LONG,2022-10-29T05:02:02.923000+00:00,20680.5,2000.0,0.0967094,2000.0,False,450.48541666666665,2022-10-29T09:13:06.581000+00:00,20900.0,True,False,13,13,1,11,1,0,0,11,0,0,1,12,0,1,0,6000.0,0.2895874,6000.0,0.0,26850.0,-26850.0,Limit,GoodTillCancel,nan,,FLAT,0.0,251.06096666666664,0.010613863301177417,FLAT,0.07692307692307693,1.0
XBTUSD-000484,XBTUSD,XBt,LONG,2022-10-29T09:21:20.771000+00:00,20884.5,1900.0,0.09097656,1900.0,False,8.2365,2022-10-30T13:58:16.970000+00:00,20654.0,True,False,24,24,14,9,0,13,1,0,9,0,12,12,0,12,2,102000.0,4.9007973,102000.0,0.0,362185.0,-362185.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1716.9366499999999,-0.011036893389834601,FLAT,0.5,0.0
XBTUSD-000485,XBTUSD,XBt,SHORT,2022-10-30T16:03:12.211000+00:00,20654.5,100.0,0.00484156,100.0,False,124.92068333333333,2022-10-31T01:43:23.036000+00:00,20488.0,True,False,7,7,4,2,0,0,4,2,0,0,2,5,0,0,4,5000.0,0.242078,5000.0,0.0,15721.0,-15721.0,Limit,GoodTillCancel,nan,,FLAT,0.0,580.1804166666666,0.00806119731777577,FLAT,0.2857142857142857,0.0
XBTUSD-000486,XBTUSD,XBt,LONG,2022-10-31T01:43:23.036000+00:00,20488.0,7000.0,0.3416637,7000.0,True,0.0,2022-10-31T15:55:20.622000+00:00,20430.0,True,False,53,53,27,25,23,4,0,0,25,0,18,35,0,12,15,100000.0,4.856697799999999,100000.0,0.0,442184.0,-442184.0,Limit,GoodTillCancel,nan,XBTUSD-000485,FLAT,0.0,851.9597666666667,-0.0028309254197579348,FLAT,0.33962264150943394,0.8518518518518519
XBTUSD-000487,XBTUSD,XBt,LONG,2022-10-31T16:42:56.429000+00:00,20333.0,9300.0,0.45738423,9300.0,False,47.59678333333333,2022-11-01T03:38:39.679000+00:00,20471.0,True,False,19,19,12,6,9,0,3,6,0,0,5,14,0,4,8,30000.0,1.4677925999999997,30000.0,0.0,161594.0,-161594.0,Limit,GoodTillCancel,nan,,FLAT,0.0,655.7208333333333,0.00678699650813952,FLAT,0.2631578947368421,0.75
XBTUSD-000488,XBTUSD,XBt,LONG,2022-11-01T05:04:56.002000+00:00,20519.5,44000.0,2.1443004,44000.0,False,86.27205000000001,2022-11-01T11:10:51.145000+00:00,20566.0,True,False,42,42,12,29,12,0,0,29,0,0,0,42,0,0,12,156000.0,7.5932379999999995,156000.0,0.0,1138394.0,-1138394.0,Limit,GoodTillCancel,nan,,FLAT,0.0,365.91905,0.002266137089110387,FLAT,0.0,1.0
XBTUSD-000489,XBTUSD,XBt,LONG,2022-11-01T11:18:22.968000+00:00,20509.0,2600.0,0.12677366,2600.0,False,7.530383333333333,2022-11-02T20:10:41.699000+00:00,20219.0,True,False,105,105,62,42,48,8,6,16,26,0,33,72,0,20,42,166400.0,11.568093040000003,236400.0,0.0,1015743.0,-1015743.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1972.3121833333332,-0.014140133599882976,FLAT,0.3142857142857143,0.7741935483870968
XBTUSD-000490,XBTUSD,XBt,LONG,2022-11-04T06:03:25.430000+00:00,20493.5,5000.0,0.24398,5000.0,False,2032.72885,2022-11-04T21:21:22.514000+00:00,21088.0,True,False,157,157,73,83,66,4,3,83,0,0,58,99,0,38,35,510000.0,24.650030730000008,510000.0,0.0,1638998.0,-1638998.0,Limit,GoodTillCancel,nan,,FLAT,0.0,917.9514,0.029009198038402406,FLAT,0.36942675159235666,0.9041095890410958
XBTUSD-000491,XBTUSD,XBt,LONG,2022-11-04T21:52:09.842000+00:00,21133.0,3100.0,0.14669014,3100.0,False,30.7888,2022-11-09T01:30:00.598000+00:00,18367.0,True,False,271,271,104,166,70,33,1,50,116,0,59,212,0,22,82,855600.0,71.42120476000001,1504500.0,0.0,5993701.0,-5993701.0,Limit,GoodTillCancel,nan,,FLAT,0.0,5977.845933333333,-0.13088534519471917,FLAT,0.2177121771217712,0.6730769230769231
XBTUSD-000492,XBTUSD,XBt,SHORT,2022-11-09T03:42:56.959000+00:00,18147.5,500.0,0.027552,500.0,False,132.93935,2022-11-11T14:34:00.080000+00:00,16555.0,True,False,5,5,3,1,0,3,0,1,0,0,3,2,0,3,0,2000.0,0.10937365,2000.0,0.0,10309.0,-10309.0,Limit,GoodTillCancel,nan,,FLAT,0.0,3531.052016666667,0.08775313404050145,FLAT,0.6,0.0
XBTUSD-000493,XBTUSD,XBt,LONG,2022-11-11T14:34:16.131000+00:00,16564.0,1000.0,0.0603719,1000.0,False,0.2675166666666666,2022-11-12T00:22:42.956000+00:00,16868.0,True,False,62,62,43,18,33,10,0,18,0,0,17,45,0,17,26,321000.0,19.04272142,321000.0,0.0,1675985.0,-1675985.0,Limit,GoodTillCancel,nan,,FLAT,0.0,588.4470833333332,0.018353054817676906,FLAT,0.27419354838709675,0.7674418604651163
XBTUSD-000494,XBTUSD,XBt,SHORT,2022-11-12T04:23:45.704000+00:00,16759.5,4800.0,0.28640496,4800.0,False,241.04579999999999,2022-11-13T02:22:57.924000+00:00,16858.0,True,False,25,25,12,12,10,2,0,0,12,0,6,19,0,6,6,41000.0,2.44696874,41000.0,0.0,244662.0,-244662.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1319.2036666666668,-0.00587726364151675,FLAT,0.24,0.8333333333333334
XBTUSD-000495,XBTUSD,XBt,LONG,2022-11-14T06:37:44.921000+00:00,15930.5,8400.0,0.52729068,8400.0,False,1694.7832833333334,2022-11-14T08:07:38.737000+00:00,16763.5,True,False,9,9,4,4,3,1,0,4,0,0,0,9,0,0,4,110000.0,6.903429920000001,110000.0,0.0,1009977.0,-1009977.0,Limit,GoodTillCancel,nan,,FLAT,0.0,89.89693333333334,0.05228963309375101,FLAT,0.0,0.75
XBTUSD-000496,XBTUSD,XBt,LONG,2022-11-14T08:38:46.477000+00:00,16669.5,900.0,0.05399082,900.0,False,31.129,2022-11-14T11:34:09.346000+00:00,16706.5,True,False,13,13,1,11,0,0,1,11,0,0,2,11,0,1,0,5000.0,0.299949,5000.0,0.0,19443.0,-19443.0,Limit,GoodTillCancel,nan,,FLAT,0.0,175.38115000000002,0.002219622664147103,FLAT,0.15384615384615385,0.0
XBTUSD-000497,XBTUSD,XBt,LONG,2022-11-14T13:51:11.596000+00:00,16504.5,10000.0,0.605895,10000.0,False,137.0375,2022-11-15T00:42:25.963000+00:00,16586.0,True,False,8,8,4,3,0,4,0,3,0,0,5,3,0,4,0,40000.0,2.445665,40000.0,0.0,156420.0,-156420.0,Limit,GoodTillCancel,nan,,FLAT,0.0,651.2394499999999,0.004938047199248619,FLAT,0.625,0.0
XBTUSD-000498,XBTUSD,XBt,LONG,2022-11-15T07:17:13.349000+00:00,16851.0,7800.0,0.46288086,7800.0,False,394.78976666666665,2022-11-15T08:03:59.859000+00:00,16792.0,True,False,32,32,20,11,13,7,0,0,11,0,7,25,0,7,13,100000.0,5.933723549999998,100000.0,0.0,678828.0,-678828.0,Limit,GoodTillCancel,nan,,FLAT,0.0,46.77516666666667,-0.003501275888671329,FLAT,0.21875,0.65
XBTUSD-000499,XBTUSD,XBt,LONG,2022-11-15T08:30:28.440000+00:00,16916.0,100.0,0.00591156,100.0,False,26.47635,2022-11-15T09:31:33.337000+00:00,16821.0,True,False,12,12,5,6,0,0,5,0,6,0,0,12,0,0,5,20000.0,1.182312,20000.0,0.0,177846.0,-177846.0,Limit,GoodTillCancel,nan,,FLAT,0.0,61.08161666666667,-0.005615984866398693,FLAT,0.0,0.0
XBTUSD-000500,XBTUSD,XBt,LONG,2022-11-15T11:04:20.933000+00:00,16909.5,1700.0,0.10053528,1700.0,False,92.79326666666665,2022-11-15T12:04:33.357000+00:00,16700.0,True,False,95,95,68,26,40,26,2,0,26,0,46,49,0,28,40,380000.0,22.459010300000006,380000.0,0.0,610744.0,-610744.0,Limit,GoodTillCancel,nan,,FLAT,0.0,60.20706666666667,-0.012389485200626882,FLAT,0.4842105263157895,0.5882352941176471
XBTUSD-000501,XBTUSD,XBt,SHORT,2022-11-15T12:04:58.431000+00:00,16701.5,10700.0,0.64066143,10700.0,False,0.41790000000000005,2022-11-15T12:14:59.164000+00:00,16793.0,True,False,35,35,11,23,5,6,0,0,23,0,12,23,0,1,10,240000.0,14.370607159999999,240000.0,0.0,964433.0,-964433.0,Limit,GoodTillCancel,nan,,FLAT,0.0,10.012216666666665,-0.005478549830853607,FLAT,0.34285714285714286,0.45454545454545453
XBTUSD-000502,XBTUSD,XBt,LONG,2022-11-15T13:10:09.404000+00:00,16852.5,5300.0,0.31449352,5300.0,False,55.17066666666666,2022-11-16T04:16:22.637000+00:00,16922.0,True,False,50,50,31,18,29,0,2,18,0,0,29,21,0,29,2,120000.0,7.120207950000001,120000.0,0.0,489401.0,-489401.0,Limit,GoodTillCancel,nan,,FLAT,0.0,906.22055,0.0041240172081293824,FLAT,0.58,0.9354838709677419
XBTUSD-000503,XBTUSD,XBt,SHORT,2022-11-16T08:17:46.729000+00:00,16791.5,19800.0,1.17916722,19800.0,False,241.40153333333333,2022-11-17T17:03:59.842000+00:00,16669.5,True,False,30,30,13,16,9,0,4,0,16,0,4,26,0,4,9,120000.0,7.20247756,120000.0,0.0,875246.0,-875246.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1966.21855,0.007265580799809435,FLAT,0.13333333333333333,0.6923076923076923
XBTUSD-000504,XBTUSD,XBt,LONG,2022-11-17T17:04:43.322000+00:00,16670.5,4000.0,0.2399448,4000.0,False,0.7246666666666666,2022-11-18T03:53:16.766000+00:00,16863.0,True,False,22,22,16,5,6,6,4,5,0,0,3,19,0,3,13,120000.0,7.19802054,120000.0,0.0,800262.0,-800262.0,Limit,GoodTillCancel,nan,,FLAT,0.0,648.5574,0.011547344110854452,FLAT,0.13636363636363635,0.375
XBTUSD-000505,XBTUSD,XBt,LONG,2022-11-18T12:32:56.395000+00:00,16751.5,3300.0,0.19699713,3300.0,False,519.6604833333333,2022-11-20T11:57:36.351000+00:00,16498.0,True,False,31,31,15,15,2,12,1,0,15,0,1,30,0,1,14,120000.0,7.209376000000001,120000.0,0.0,1054897.0,-1054897.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2844.665933333333,-0.015132973166582131,FLAT,0.03225806451612903,0.13333333333333333
XBTUSD-000506,XBTUSD,XBt,LONG,2022-11-21T02:09:25.506000+00:00,16048.5,1000.0,0.0623111,1000.0,False,851.81925,2022-11-21T15:45:46.281000+00:00,16087.0,True,False,29,29,21,7,21,0,0,0,7,0,10,19,0,9,12,141000.0,8.69705465,141000.0,0.0,769747.0,-769747.0,Limit,GoodTillCancel,nan,,FLAT,0.0,816.34625,0.0023989780976414465,FLAT,0.3448275862068966,1.0
XBTUSD-000507,XBTUSD,XBt,LONG,2022-11-23T10:57:18.589000+00:00,16589.0,10000.0,0.602809,10000.0,False,2591.5384666666664,2022-11-27T08:46:06.850000+00:00,16538.5,True,False,83,83,51,31,1,50,0,24,7,0,64,19,0,51,0,190000.0,17.033865,280000.0,0.0,739707.0,-739707.0,Limit,GoodTillCancel,nan,,FLAT,0.0,5628.80435,-0.0030441859063234933,FLAT,0.7710843373493976,0.0196078431372549
XBTUSD-000508,XBTUSD,XBt,LONG,2022-11-27T23:03:17.065000+00:00,16467.5,5000.0,0.3036285,5000.0,False,857.1702499999999,2022-12-01T09:10:32.554000+00:00,17093.5,True,False,38,38,7,30,0,7,0,24,6,0,13,25,0,7,0,140000.0,8.640053,140000.0,0.0,442923.0,-442923.0,Limit,GoodTillCancel,nan,,FLAT,0.0,4927.25815,0.03801427053286788,FLAT,0.34210526315789475,0.0
XBTUSD-000509,XBTUSD,XBt,LONG,2022-12-05T00:15:43.593000+00:00,17107.0,2000.0,0.1169112,2000.0,False,5225.183983333333,2022-12-06T01:16:10.424000+00:00,17065.5,True,False,61,61,44,16,23,14,7,13,3,0,44,17,0,36,8,350000.0,20.554135,350000.0,0.0,81146.0,-81146.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1500.4471833333334,-0.002425907523236126,FLAT,0.7213114754098361,0.5227272727272727
XBTUSD-000510,XBTUSD,XBt,LONG,2022-12-08T20:05:22.009000+00:00,17275.0,4600.0,0.26628066,4600.0,False,4009.193083333333,2022-12-12T00:03:56.329000+00:00,17031.5,True,False,20,20,11,8,2,8,1,0,8,0,6,14,0,6,5,100000.0,5.811103500000001,100000.0,0.0,628316.0,-628316.0,Limit,GoodTillCancel,nan,,FLAT,0.0,4558.572,-0.014095513748191069,FLAT,0.3,0.18181818181818182
XBTUSD-000511,XBTUSD,XBt,SHORT,2022-12-12T00:05:21.459000+00:00,17017.5,5900.0,0.3467017,5900.0,False,1.4188333333333332,2022-12-13T10:07:26.917000+00:00,17458.0,True,False,114,114,69,44,28,23,18,20,24,0,18,96,0,14,55,395000.0,29.368197559999995,500000.0,0.0,3517042.0,-3517042.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,2042.0909666666666,-0.025885118260614126,FLAT,0.15789473684210525,0.4057971014492754
XBTUSD-000512,XBTUSD,XBt,LONG,2022-12-13T10:12:18.809000+00:00,17418.0,3000.0,0.1722357,3000.0,False,4.864866666666667,2022-12-15T05:34:08.471000+00:00,17704.0,True,False,143,143,78,64,72,0,6,64,0,0,64,79,0,22,56,407900.0,33.64088799999998,590000.0,0.0,2301639.0,-2301639.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2601.8277000000003,0.016419795613732857,FLAT,0.44755244755244755,0.9230769230769231
XBTUSD-000513,XBTUSD,XBt,SHORT,2022-12-15T13:22:53.904000+00:00,17552.5,20000.0,1.139438,20000.0,False,468.7572166666667,2022-12-20T15:22:36.847000+00:00,16995.5,True,False,19,19,9,9,9,0,0,9,0,0,3,16,0,3,6,60000.0,3.4323075400000005,60000.0,0.0,424935.0,-424935.0,Limit,GoodTillCancel,nan,,FLAT,0.0,7319.7157166666675,0.0317333713146275,FLAT,0.15789473684210525,1.0
XBTUSD-000514,XBTUSD,XBt,SHORT,2022-12-22T17:29:18.835000+00:00,16611.0,19900.0,1.19800189,19900.0,False,3006.6998000000003,2023-01-04T02:37:18.414000+00:00,16727.0,True,False,37,37,21,15,8,12,1,9,6,0,17,20,0,15,6,140000.0,10.183415,170000.0,0.0,764310.0,-764310.0,Limit,GoodTillCancel,nan,,FLAT,0.0,17827.992983333334,-0.0069833243031725,FLAT,0.4594594594594595,0.38095238095238093
XBTUSD-000515,XBTUSD,XBt,SHORT,2023-01-04T03:07:12.031000+00:00,16808.0,20000.0,1.18991,20000.0,False,29.893616666666667,2023-01-04T16:39:08.861000+00:00,16855.0,True,False,2,2,0,1,0,0,0,0,1,0,1,1,0,0,0,20000.0,1.18991,20000.0,0.0,77095.0,-77095.0,Limit,GoodTillCancel,nan,,FLAT,0.0,811.9471666666667,-0.0027962874821514383,FLAT,0.5,
XBTUSD-000516,XBTUSD,XBt,LONG,2023-01-07T02:56:57.362000+00:00,16931.0,120000.0,7.087596,120000.0,False,3497.80835,2023-01-11T15:36:37.037000+00:00,17335.0,True,False,19,19,4,14,4,0,0,14,0,0,1,18,0,1,3,200000.0,11.738584,200000.0,0.0,1547518.0,-1547518.0,Limit,GoodTillCancel,nan,,FLAT,0.0,6519.66125,0.02386155572618276,FLAT,0.05263157894736842,1.0
XBTUSD-000517,XBTUSD,XBt,LONG,2023-01-11T18:10:09.827000+00:00,17455.5,8000.0,0.458308,8000.0,False,153.5465,2023-01-14T00:44:13.487000+00:00,21218.5,True,False,48,48,10,37,4,5,1,37,0,0,7,41,0,0,10,200000.0,11.45757584,200000.0,0.0,1441173.25,-1441173.25,Limit,GoodTillCancel,nan,,FLAT,0.0,3274.061,0.21557675231302453,FLAT,0.14583333333333334,0.4
XBTUSD-000518,XBTUSD,XBt,SHORT,2023-01-14T00:44:13.487000+00:00,21218.5,9000.0,0.42415830000000004,9000.0,True,0.0,2023-01-18T03:15:28.671000+00:00,21325.5,True,False,16,16,7,8,4,3,0,2,6,0,7,9,0,4,3,59100.0,3.08230886,65100.0,0.0,239198.75,-239198.75,Limit,GoodTillCancel,nan,XBTUSD-000517,FLAT,0.0,5911.253066666667,-0.005042769281523141,FLAT,0.4375,0.5714285714285714
XBTUSD-000519,XBTUSD,XBt,LONG,2023-01-18T13:47:13.880000+00:00,21420.5,3700.0,0.17273191,3700.0,False,631.7534833333334,2023-01-20T20:07:36.039000+00:00,21826.0,True,False,97,97,61,35,1,60,0,33,2,0,86,11,0,56,5,260000.0,16.245764600000005,338000.0,0.0,810636.0,-810636.0,Limit,GoodTillCancel,nan,,FLAT,0.0,3260.3693166666667,0.018930463808034315,FLAT,0.8865979381443299,0.01639344262295082
XBTUSD-000520,XBTUSD,XBt,SHORT,2023-01-20T20:59:02.759000+00:00,22253.5,4000.0,0.1797472,4000.0,False,51.44533333333333,2023-01-22T21:35:06.404000+00:00,22524.0,True,False,13,13,7,5,0,7,0,5,0,0,7,6,0,7,0,28000.0,1.2330504,28000.0,0.0,127778.0,-127778.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2916.0607499999996,-0.012155391286763795,FLAT,0.5384615384615384,0.0
XBTUSD-000521,XBTUSD,XBt,LONG,2023-01-23T08:02:35.608000+00:00,22666.0,5000.0,0.2205945,5000.0,False,627.4867333333333,2023-01-28T13:22:01.869000+00:00,22896.0,True,False,297,297,173,123,116,57,0,1,122,0,163,134,0,126,47,1317600.0,66.04148277000004,1528800.0,0.0,7591699.54887218,-7591699.54887218,Limit,GoodTillCancel,nan,,FLAT,0.0,7519.437683333334,0.010147357275213986,FLAT,0.5488215488215489,0.6705202312138728
XBTUSD-000522,XBTUSD,XBt,SHORT,2023-01-28T13:22:01.869000+00:00,22896.0,5400.0,0.23584931999999997,5400.0,True,0.0,2023-01-29T01:05:43.224000+00:00,23182.0,True,False,34,34,12,21,0,11,1,0,21,0,11,23,0,11,1,179300.0,7.79501668,179300.0,0.0,782009.4511278195,-782009.4511278195,Limit,GoodTillCancel,nan,XBTUSD-000521,FLAT,0.0,703.68925,-0.01249126484975549,FLAT,0.3235294117647059,0.0
XBTUSD-000523,XBTUSD,XBt,LONG,2023-01-29T01:07:11.596000+00:00,23210.0,2100.0,0.09047829,2100.0,False,1.4728666666666668,2023-01-29T16:36:44.281000+00:00,23471.0,True,False,195,195,120,74,115,4,1,74,0,0,122,73,0,98,22,1000000.0,43.03550263,1000000.0,0.0,3823843.0,-3823843.0,Limit,GoodTillCancel,nan,,FLAT,0.0,929.5447499999999,0.011245152951314008,FLAT,0.6256410256410256,0.9583333333333334
XBTUSD-000524,XBTUSD,XBt,SHORT,2023-01-29T16:37:07.866000+00:00,23477.5,13100.0,0.5579814,13100.0,False,0.39308333333333334,2023-01-29T16:43:48.829000+00:00,23538.0,True,False,16,16,8,7,0,8,0,0,7,0,9,7,0,8,0,63100.0,2.6855514,63100.0,0.0,254756.0,-254756.0,Limit,GoodTillCancel,nan,,FLAT,0.0,6.682716666666667,-0.0025769353636460046,FLAT,0.5625,0.0
XBTUSD-000525,XBTUSD,XBt,SHORT,2023-01-29T18:44:41.192000+00:00,23716.0,2000.0,0.0843312,2000.0,False,120.87271666666668,2023-01-29T23:34:59.552000+00:00,23759.0,True,False,123,123,50,72,1,46,3,69,3,0,44,79,0,25,25,750000.0,33.153765979999996,790000.0,0.0,2808718.0,-2808718.0,Limit,GoodTillCancel,nan,,FLAT,0.0,290.306,-0.001813121942991991,FLAT,0.35772357723577236,0.02
XBTUSD-000526,XBTUSD,XBt,SHORT,2023-01-30T00:22:48.258000+00:00,23704.0,1900.0,0.0801553,1900.0,False,47.81176666666667,2023-01-31T00:37:36.319000+00:00,22716.0,True,False,21,21,9,11,3,4,2,11,0,0,16,5,0,5,4,80000.0,3.37158574,80000.0,0.0,185091.0,-185091.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1454.8010166666668,0.041680728990887594,FLAT,0.7619047619047619,0.3333333333333333
XBTUSD-000527,XBTUSD,XBt,LONG,2023-01-31T00:37:36.319000+00:00,22716.0,500.0,0.022010900000000003,500.0,True,0.0,2023-02-01T19:01:26.795000+00:00,23176.0,True,False,5,5,3,1,0,0,3,1,0,0,5,0,0,3,0,5000.0,0.220109,5000.0,0.0,8714.0,-8714.0,Limit,GoodTillCancel,nan,XBTUSD-000526,FLAT,0.0,2543.841266666667,0.020250044021834723,FLAT,1.0,0.0
XBTUSD-000528,XBTUSD,XBt,SHORT,2023-02-01T19:52:30.346000+00:00,23403.0,1600.0,0.06836736,1600.0,False,51.05918333333333,2023-02-02T00:44:30.039000+00:00,24139.0,True,False,6,6,3,2,0,2,1,0,2,0,4,2,0,3,0,25000.0,1.0528790000000001,25000.0,0.0,98729.0,-98729.0,Limit,GoodTillCancel,nan,,FLAT,0.0,291.99488333333335,-0.031448959535102405,FLAT,0.6666666666666666,0.0
XBTUSD-000529,XBTUSD,XBt,LONG,2023-02-02T15:52:22.733000+00:00,23833.5,5000.0,0.2097885,5000.0,False,907.8782333333334,2023-02-08T08:11:26.239000+00:00,23185.5,True,False,31,31,17,13,1,16,0,0,13,0,17,14,0,17,0,85000.0,3.649876,85000.0,0.0,359476.0,-359476.0,Limit,GoodTillCancel,nan,,FLAT,0.0,8179.058433333334,-0.027188621058593987,FLAT,0.5483870967741935,0.058823529411764705
XBTUSD-000530,XBTUSD,XBt,LONG,2023-02-09T03:05:47.797000+00:00,22532.0,5000.0,0.2219065,5000.0,False,1134.3593,2023-02-13T17:43:51.050000+00:00,21440.5,True,False,198,198,89,108,15,74,0,0,108,0,39,159,0,39,50,773700.0,49.60962929000002,1083700.0,0.0,6117494.0,-6117494.0,Limit,GoodTillCancel,nan,,FLAT,0.0,6638.054216666667,-0.04844221551571104,FLAT,0.19696969696969696,0.16853932584269662
XBTUSD-000531,XBTUSD,XBt,LONG,2023-02-13T18:31:49.901000+00:00,21604.0,200.0,0.00925754,200.0,False,47.980850000000004,2023-02-14T03:27:13.451000+00:00,21700.0,True,False,19,19,7,11,2,5,0,11,0,0,3,16,0,3,4,97900.0,4.53884604,97900.0,0.0,464519.0,-464519.0,Limit,GoodTillCancel,nan,,FLAT,0.0,535.3925,0.004443621551564636,FLAT,0.15789473684210525,0.2857142857142857
XBTUSD-000532,XBTUSD,XBt,LONG,2023-02-14T07:42:49.230000+00:00,21786.5,16000.0,0.7344,16000.0,False,255.59631666666667,2023-02-14T08:46:54.533000+00:00,21705.5,True,False,5,5,2,2,0,2,0,0,2,0,2,3,0,2,0,32000.0,1.4700656,32000.0,0.0,180363.0,-180363.0,Limit,GoodTillCancel,nan,,FLAT,0.0,64.08838333333333,-0.0037178986987354,FLAT,0.4,0.0
XBTUSD-000533,XBTUSD,XBt,LONG,2023-02-15T08:34:10.379000+00:00,22117.0,1000.0,0.0452141,1000.0,False,1427.2641,2023-02-15T11:43:57.240000+00:00,22463.0,True,False,13,13,5,7,0,0,5,7,0,0,1,12,0,1,4,16000.0,0.7234256000000001,16000.0,0.0,82555.0,-82555.0,Limit,GoodTillCancel,nan,,FLAT,0.0,189.7810166666667,0.01564407469367457,FLAT,0.07692307692307693,0.0
XBTUSD-000534,XBTUSD,XBt,LONG,2023-02-16T22:40:03.164000+00:00,23999.0,18000.0,0.7500312,18000.0,False,2096.0987333333333,2023-02-18T07:56:31.540000+00:00,24554.5,True,False,14,14,5,8,0,5,0,8,0,0,6,8,0,5,0,126000.0,5.356962,126000.0,0.0,495534.0,-495534.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1996.4729333333335,0.023146797783240913,FLAT,0.42857142857142855,0.0
XBTUSD-000535,XBTUSD,XBt,LONG,2023-02-18T18:12:11.194000+00:00,24786.0,12200.0,0.49221388,12200.0,False,615.6609000000001,2023-02-18T19:44:14.618000+00:00,24622.0,True,False,14,14,3,10,2,1,0,0,10,0,0,14,0,0,3,36000.0,1.45240677,36000.0,0.0,218579.0,-218579.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,92.05706666666667,-0.0066166384249173316,FLAT,0.0,0.6666666666666666
